LINAK U.S. Inc.	Physical inventory by inventory dimension	12/18/2018	12:56:58 pm	Page 1
As of	12/18/2018
Item number	Item name	Location	Pallet ID	Available physical	Inventory value in total
0015756-2590-A	8P DIN CABLE STRAIGHT 102"	QIHOLD	560005A	49.00	169.07
0015812	BATTERY EXT. CORD CDCAB 5.5X2.	QIHOLD	557061A	50.00	69.92
0018026	BALL BEARING, LOAD =>4K *COM*	QIHOLD	592542A	248.00	190.96
0020630-A	MOTOR LA44-34V-60SPB20+C+SR	QIHOLD	512614A	292.00	3,145.70
0020630-A	MOTOR LA44-34V-60SPB20+C+SR	QIHOLD	515713A	297.00	3,199.76
0020630-A	MOTOR LA44-34V-60SPB20+C+SR	QIHOLD	515715A	297.00	3,199.76
0020633-A	MOTOR LA44-24V-60SPB20+C+SR	QIHOLD	G730463	4.00	58.91
0020633-A	MOTOR LA44-24V-60SPB20+C+SR	QIHOLD	G800595	297.00	4,374.22
0020648-A	MOTOR LA44 24V 60SPB20+C+SR	QIHOLD	stop	273.00	2,325.38
0020987-A	MOTOR - 24 V	QIHOLD	614973A	576.00	306,759.72
0020987-A	MOTOR - 24 V	QIHOLD	614974A	576.00	306,759.72
0020987-A	MOTOR - 24 V	QIHOLD	614975A	576.00	306,759.72
0020987-A	MOTOR - 24 V	QIHOLD	614976A	576.00	306,759.72
0020987-A	MOTOR - 24 V	QIHOLD	614977A	576.00	306,759.72
0020987-A	MOTOR - 24 V	QIHOLD	614978A	576.00	306,759.72
00914517-C	CABLE COILED 6C/8P DIN/9005	QIHOLD	570440A	0.00	0.00
0271129-325	LA27 KANBAN OUTER TUBE	QIHOLD	stop	10.00	15.69
0271130-D	TOPPART IP66 RAL 7016 MINI FIT	QIHOLD	stop	200.00	45.02
0271327-A	TOPPART LA27 RAL 7016 V2	QIHOLD	27	962.00	270.70
0271327-A	TOPPART LA27 RAL 7016 V2	QIHOLD	600124A	1,080.00	304.12
0271327-A	TOPPART LA27 RAL 7016 V2	QIHOLD	stop	180.00	50.69
0311248	BASE PART, NG, STD, BLACK	QIHOLD	G828297	140.00	400.68
0311248	BASE PART, NG, STD, BLACK	QIHOLD	stop	96.00	274.76
0361129-C	REAR MOUNTING "PAINT" Ø12.9	QIHOLD	stop	376.00	504.97
0361260	PISTON ROD EYE 012.2 STAINLESS	QIHOLD	G879972	0.00	0.00
0617102-C-1000/PROTO	0617102-C-1000/PROTO	QIHOLD	I160580	49.00	0.00
0633042-A22-41.5	HAB - DL12 FOOT WHITE	QIHOLD-LN	600884A	834.00	4,389.38
0633355-A	TOP FRAME OUTER PROFILE SC	QI	403751A	0.00	1.50
0633402-A124-584	MERLE DL12B SS INNER SMOOTH	QIHOLD	stop	1.00	7.67
0634116-A122-466	DL12A INNER PROFILE BLACK	QIHOLD	stop	3.00	19.09
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD	stop	5.00	30.10
