Item number	Item name	Location	Pallet ID	Available physical	Inventory value in total
0015756-2590-A	8P DIN CABLE STRAIGHT 102"	QIHOLD	560005A	49.00	169.07
0015812	BATTERY EXT. CORD CDCAB 5.5X2.	QIHOLD	557061A	50.00	69.92
0018026	BALL BEARING LOAD =>4K *COM*	QIHOLD	592542A	248.00	190.96
0020633-A	MOTOR LA44-24V-60SPB20+C+SR	QIHOLD	G730463	4.00	58.91
0020633-A	MOTOR LA44-24V-60SPB20+C+SR	QIHOLD	G800595	297.00	4374.22
0020648-A	MOTOR LA44 24V 60SPB20+C+SR	QIHOLD	stop	273.00	2325.38
0020987-A	MOTOR - 24 V	QIHOLD	614973A	576.00	306759.72
0020987-A	MOTOR - 24 V	QIHOLD	614974A	576.00	306759.72
0020987-A	MOTOR - 24 V	QIHOLD	614975A	576.00	306759.72
0020987-A	MOTOR - 24 V	QIHOLD	614976A	576.00	306759.72
0020987-A	MOTOR - 24 V	QIHOLD	614977A	576.00	306759.72
0020987-A	MOTOR - 24 V	QIHOLD	614978A	576.00	306759.72
00914517-C	CABLE COILED 6C/8P DIN/9005	QIHOLD	570440A	0.00	0.00
0271129-325	LA27 KANBAN OUTER TUBE	QIHOLD	stop	10.00	15.69
0271130-D	TOPPART IP66 RAL 7016 MINI FIT	QIHOLD	stop	200.00	45.02
0311248	BASE PART NG STD BLACK	QIHOLD	G828297	140.00	400.68
0311248	BASE PART NG STD BLACK	QIHOLD	stop	96.00	274.76
0361260	PISTON ROD EYE 012.2 STAINLESS	QIHOLD	G879972	0.00	0.00
0617102-C-1000/PROTO	0617102-C-1000/PROTO	QIHOLD	I160580	49.00	0.00
0633099-D	DL12 MIDDLE SLIDE	QIHOLD-LN	605195A	49551.00	1549.48
0633355-A	TOP FRAME OUTER PROFILE SC	QI	403751A	0.00	1.50
0634116-A122-466	DL12A INNER PROFILE BLACK	QIHOLD	stop	32.00	203.66
0634116-A124-466	DL12A INNER PROFILE MERLE	QIHOLD	stop	5.00	32.14
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD	stop	121.00	730.55
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617969A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617970A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617971A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617972A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617973A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617974A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617975A	0.00	0.00
0634116-A36-466	INNER PROFILE DL12A PLATINUM	QIHOLD-LN	617976A	0.00	0.00
